crop,region,soil_type,rainfall_mm,avg_temp_c,humidity_pct,sunlight_hours,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_pct,fertilizer_kg_ha,irrigation_mm,pesticide_l_ha,ndvi,planting_density_k_per_ha,days_to_harvest,yield_tons_per_ha
Maize,Central,Clayey,1111.4,21.9,71.9,6.76,7.18,47.2,42.0,50.8,4.58,263.3,322.4,0.0,0.436,76.0,83,3.801
Wheat,South,Loamy,714.8,25.8,49.9,7.92,6.77,34.5,43.4,44.4,3.22,66.1,435.5,2.56,0.892,62.4,105,3.637
Rice,Central,Clayey,751.9,19.3,69.5,8.24,5.84,52.0,48.5,38.1,3.04,128.1,586.5,1.59,0.729,95.6,138,4.869
Rice,North,Loamy,197.2,26.0,67.0,8.03,6.03,60.2,58.6,54.3,3.07,213.1,195.6,3.13,0.381,75.2,128,4.398
Rice,East,Silty,550.7,14.9,49.4,8.81,7.56,46.7,47.0,65.4,2.0,86.4,281.3,1.14,0.685,53.3,120,4.134
Soybean,Central,Clayey,815.3,29.3,53.0,9.91,7.36,36.5,15.0,38.1,2.62,178.3,280.0,2.12,0.509,81.5,69,2.445
Soybean,North,Sandy,748.5,26.2,70.2,6.39,7.08,53.5,42.4,29.8,2.85,111.1,240.5,1.46,0.464,39.9,133,2.128
Soybean,South,Sandy,161.5,24.3,80.7,11.21,7.17,86.7,54.6,58.2,3.1,238.9,248.2,1.36,0.49,81.4,109,2.515
Rice,North,Loamy,751.8,30.7,32.8,3.97,6.83,17.4,41.3,45.2,4.38,236.7,468.3,0.0,0.678,82.4,105,4.651
Cotton,South,Loamy,791.6,22.0,84.6,5.83,6.73,53.5,42.4,42.4,3.93,129.8,311.9,3.07,0.578,71.1,99,1.934
Wheat,South,Clayey,1020.9,20.3,77.5,7.3,6.53,41.8,34.1,59.2,2.41,0.0,598.7,3.16,0.592,100.1,122,3.009
Rice,West,Loamy,536.2,32.2,63.0,7.82,7.69,43.6,51.4,41.3,2.98,189.5,251.2,2.07,0.643,43.8,117,3.771
Wheat,South,Clayey,139.5,35.0,56.4,6.73,6.17,48.4,35.8,50.6,4.4,219.9,480.7,2.37,0.741,81.9,110,2.902
Rice,North,Sandy,450.8,19.8,65.9,6.26,6.67,44.8,47.1,47.2,1.28,190.0,511.1,1.27,0.947,83.9,154,5.228
Cotton,North,Loamy,425.7,23.3,50.4,10.3,5.3,59.0,45.1,90.4,2.77,182.4,290.0,3.07,0.56,79.1,121,1.851
Rice,Central,Clayey,884.2,30.3,57.3,6.18,5.5,46.4,40.7,43.1,1.69,174.4,353.7,2.25,0.536,104.6,84,4.452
Cotton,Central,Clayey,50.0,23.5,37.9,5.47,7.77,17.6,45.8,58.1,5.44,138.0,405.9,2.06,0.616,67.1,104,1.633
Maize,South,Clayey,587.9,27.6,33.9,9.54,6.93,69.2,42.4,41.5,3.77,112.6,233.2,3.47,0.706,78.1,125,5.951
Soybean,North,Loamy,1056.4,28.7,95.0,8.27,6.35,66.9,55.3,51.3,2.5,160.5,499.6,0.7,0.765,82.1,137,2.089
Maize,North,Clayey,701.8,20.6,60.9,8.64,6.55,40.9,48.1,42.3,2.96,143.7,202.6,0.06,0.451,72.1,95,5.125
Rice,Central,Silty,924.1,26.5,63.1,7.29,5.55,50.7,52.5,56.1,2.18,198.8,237.5,2.44,0.95,48.6,95,5.288
Soybean,West,Sandy,289.6,24.0,59.5,4.94,6.2,68.3,30.8,43.7,4.99,106.2,238.8,1.79,0.423,110.3,132,2.652
Cotton,West,Silty,299.5,16.7,47.6,7.13,5.48,65.5,30.1,52.0,0.71,131.4,327.0,0.86,0.734,64.3,122,1.588
Rice,South,Clayey,1059.3,18.1,55.4,4.73,6.29,70.4,40.8,34.4,3.33,161.9,339.3,2.17,0.713,64.7,129,4.535
Soybean,West,Sandy,725.3,20.1,61.4,7.36,6.98,55.6,49.0,33.8,2.93,111.1,223.6,2.36,0.39,35.1,103,2.331
Rice,North,Silty,725.8,29.6,57.1,7.98,6.82,61.5,46.4,18.7,1.97,73.0,286.4,2.88,0.64,81.1,141,5.011
Soybean,West,Silty,420.5,29.8,48.7,8.61,7.61,71.1,31.0,50.1,2.75,195.0,166.3,0.9,0.338,83.5,139,2.581
Soybean,East,Loamy,725.2,28.5,67.2,6.86,6.71,44.9,49.4,35.9,1.38,77.9,439.7,1.59,0.476,105.1,136,1.907
Maize,South,Silty,413.5,26.6,62.8,8.12,4.77,56.6,32.5,75.7,4.57,167.4,383.4,2.3,0.59,72.5,108,5.034
Soybean,West,Loamy,996.7,26.5,65.9,5.64,7.87,17.8,48.1,38.4,3.03,188.2,258.3,3.11,0.621,85.1,108,1.895
Rice,West,Loamy,1382.0,25.7,70.6,8.45,5.91,26.3,43.4,62.4,3.92,241.4,276.9,2.91,0.787,100.0,115,4.961
Wheat,East,Loamy,821.0,26.4,57.4,8.01,6.61,57.5,37.3,61.0,2.52,294.5,220.4,1.51,0.496,107.6,76,2.985
Wheat,North,Sandy,541.3,26.9,57.5,5.8,6.57,59.8,33.6,41.6,4.34,235.2,188.5,2.52,0.655,87.5,110,3.545
Maize,North,Silty,66.6,15.6,82.2,7.8,6.67,44.2,41.6,34.7,3.03,113.7,170.3,1.48,0.739,73.0,142,4.88
Cotton,Central,Clayey,278.9,19.3,45.8,8.63,6.53,40.9,41.0,43.1,4.07,138.2,188.9,1.59,0.591,104.1,99,1.629
Wheat,South,Clayey,1088.7,17.8,31.9,7.12,6.55,44.7,27.4,60.9,3.57,174.2,415.0,1.69,0.599,104.6,165,3.698
Maize,South,Loamy,442.7,30.6,68.3,5.77,5.57,52.9,47.2,77.0,2.97,152.3,424.3,1.36,0.381,45.4,88,5.03
Soybean,West,Clayey,607.3,33.9,50.6,7.27,8.31,15.3,53.9,27.7,4.0,165.2,135.7,2.73,0.357,87.0,96,1.789
Rice,South,Sandy,863.8,11.0,43.8,7.83,6.96,57.0,50.3,45.2,7.19,230.8,383.8,2.93,0.474,99.6,102,4.346
Soybean,South,Sandy,1070.6,33.4,73.3,5.75,6.54,50.5,43.8,36.5,1.87,163.7,153.5,1.6,0.809,94.4,134,1.766
Rice,West,Sandy,650.1,24.5,57.8,5.49,7.79,53.7,34.6,39.9,2.88,210.8,391.7,2.17,0.809,74.6,111,4.914
Cotton,East,Loamy,598.8,30.1,41.0,7.78,5.75,48.1,41.5,68.9,1.71,88.0,310.1,1.62,0.787,70.4,89,1.683
Maize,West,Silty,717.9,27.0,89.0,8.23,7.11,29.3,38.4,34.2,3.41,184.7,237.5,1.06,0.656,107.6,133,5.446
Maize,North,Clayey,543.1,32.6,35.8,10.22,6.11,33.5,41.5,22.5,3.23,55.3,353.5,0.91,0.678,84.9,126,4.971
Wheat,East,Sandy,556.5,25.3,58.7,8.0,6.78,72.9,51.2,47.8,4.94,222.8,461.8,3.75,0.538,76.3,100,3.111
Maize,East,Loamy,803.0,15.8,31.7,5.19,6.8,40.4,38.7,50.3,2.74,144.4,75.0,1.26,0.544,77.2,163,4.674
Cotton,West,Silty,746.3,23.4,64.1,10.06,4.86,62.1,18.0,39.1,3.95,72.7,436.6,2.64,0.295,80.0,138,1.41
Wheat,North,Sandy,1232.9,27.1,50.4,8.58,5.5,33.8,49.6,35.5,0.92,138.7,204.6,2.39,0.631,77.0,134,2.664
Soybean,North,Sandy,809.7,22.7,72.3,3.99,7.61,49.8,44.8,47.2,3.15,183.9,470.8,0.81,0.671,103.1,104,2.02
Maize,West,Clayey,987.8,27.9,59.7,5.45,6.32,43.4,41.8,26.1,2.13,81.1,404.0,2.42,0.508,88.8,94,3.608
Soybean,West,Loamy,432.2,23.6,80.3,6.26,7.9,45.7,25.9,50.9,3.59,102.7,165.4,2.3,0.737,87.4,155,2.884
Soybean,Central,Clayey,831.3,20.4,53.6,8.26,7.42,44.9,30.0,40.1,4.15,131.6,230.2,1.98,0.784,76.0,97,2.27
Maize,South,Silty,519.3,17.5,35.9,3.43,6.35,71.7,31.4,64.4,2.4,205.4,357.6,1.56,0.432,91.6,133,5.178
Rice,Central,Sandy,798.9,21.6,63.6,6.82,6.28,78.9,33.0,49.5,3.54,34.6,413.6,2.0,0.947,62.0,143,4.718
Soybean,South,Loamy,872.1,25.2,56.2,8.17,7.65,53.6,34.1,42.9,2.64,182.9,357.1,2.47,0.682,83.6,84,2.011
Wheat,West,Loamy,712.5,12.2,32.7,2.75,7.97,43.8,25.8,41.8,3.05,140.1,346.8,1.14,0.833,47.5,114,2.901
Maize,North,Loamy,1301.8,19.3,44.2,8.12,6.3,30.1,65.8,17.9,3.41,219.7,223.3,3.44,0.497,75.0,95,4.525
Wheat,Central,Clayey,1057.0,12.0,48.9,8.3,7.58,29.0,58.0,43.3,2.0,179.5,304.1,2.69,0.818,69.6,129,2.867
Soybean,South,Sandy,994.3,20.3,83.3,5.73,7.22,71.7,43.3,42.2,2.0,236.9,291.2,0.0,0.699,79.4,99,2.131
Soybean,Central,Loamy,891.1,31.2,70.6,5.27,7.34,28.0,39.6,45.7,3.87,180.0,119.9,1.78,0.556,71.7,97,1.945
Wheat,South,Clayey,1140.8,16.9,54.8,5.71,6.57,43.4,61.9,42.3,2.32,82.7,340.3,4.13,0.435,90.3,86,2.507
Soybean,West,Loamy,340.8,28.2,67.1,2.99,6.03,52.3,59.5,65.0,4.28,181.1,256.0,2.36,0.602,66.4,118,2.418
Maize,East,Sandy,1042.6,41.1,29.4,6.51,5.76,11.0,31.1,41.2,1.22,184.9,465.1,1.28,0.717,97.4,77,3.464
Soybean,North,Silty,452.2,32.7,51.5,7.33,5.59,31.2,43.0,33.2,3.94,113.4,440.4,2.64,0.612,111.1,157,2.174
Wheat,North,Loamy,558.9,24.8,66.0,5.17,7.84,29.9,37.8,21.7,3.01,122.5,322.1,0.0,0.613,58.4,114,2.958
Wheat,West,Loamy,840.3,29.2,62.5,8.46,6.51,40.0,36.8,38.8,2.91,10.5,432.5,2.27,0.527,92.4,140,2.633
Maize,North,Sandy,1008.3,15.8,51.9,7.15,5.7,53.9,38.0,30.3,3.15,198.8,373.8,1.5,0.402,74.6,117,3.731
Wheat,South,Clayey,411.6,14.6,59.4,7.39,7.2,65.4,39.0,26.8,1.55,146.1,297.3,2.04,0.627,98.7,127,3.892
Rice,East,Loamy,571.9,24.2,65.1,6.4,6.16,40.0,42.5,40.6,4.12,120.1,130.1,0.67,0.461,58.3,87,4.351
Soybean,South,Silty,724.4,26.4,59.9,8.11,6.04,43.1,42.6,60.9,2.57,93.8,280.9,1.57,0.743,104.1,133,2.427
Wheat,North,Loamy,653.4,30.6,72.9,8.94,7.95,48.2,57.3,58.1,2.17,124.3,259.9,0.0,0.726,72.5,89,2.479
Soybean,West,Silty,913.5,20.6,64.8,6.39,5.57,37.9,30.3,27.1,5.16,180.3,286.7,1.38,0.85,75.6,153,2.183
Wheat,West,Clayey,1559.0,25.2,67.7,8.14,6.66,56.3,51.6,45.5,2.65,164.8,272.5,2.12,0.543,75.6,106,3.082
Wheat,West,Loamy,804.8,25.0,85.7,8.16,6.09,56.7,27.1,50.9,2.14,133.9,432.4,3.11,0.594,57.6,136,3.283
Maize,Central,Loamy,516.2,23.2,72.4,7.63,5.97,9.2,42.8,53.2,3.81,80.3,445.7,4.46,0.379,95.8,88,4.681
Soybean,North,Loamy,375.9,23.6,86.1,9.52,5.48,59.6,52.5,67.5,3.26,133.2,241.4,1.18,0.517,68.1,138,2.75
Wheat,East,Sandy,618.7,18.9,49.9,5.91,6.54,51.9,46.8,28.6,4.01,103.5,141.1,2.51,0.599,89.9,77,3.799
Rice,South,Sandy,464.9,25.7,36.1,6.37,5.89,53.9,36.2,32.6,3.08,140.2,183.5,1.66,0.612,74.8,79,5.215
Cotton,Central,Clayey,816.9,25.2,57.9,5.83,6.91,67.7,43.4,35.7,3.96,190.5,449.0,1.7,0.543,75.8,145,1.549
Cotton,East,Sandy,813.0,21.4,56.6,8.09,6.47,23.2,59.8,50.1,5.05,120.7,414.8,2.09,0.506,100.1,143,1.74
Maize,North,Clayey,584.2,28.0,81.9,6.59,6.28,31.2,32.9,6.9,2.24,253.3,163.2,1.84,0.637,50.0,108,5.084
Maize,West,Sandy,1196.2,30.2,43.0,5.96,5.89,48.9,46.8,41.8,2.54,118.7,124.0,3.87,0.555,34.1,110,4.074
Rice,North,Sandy,516.1,28.1,58.8,9.49,7.5,15.2,51.6,20.0,1.4,49.9,229.0,1.7,0.797,65.9,116,4.651
Soybean,South,Sandy,670.1,17.7,66.1,9.71,7.01,46.8,35.3,45.0,3.38,139.4,515.5,0.86,0.638,78.0,126,2.338
Maize,West,Sandy,859.8,24.6,61.5,6.51,6.02,62.7,60.8,74.0,3.13,116.4,350.3,2.18,0.52,75.1,144,4.577
Rice,East,Silty,923.0,18.5,57.4,4.95,5.55,55.9,64.9,57.6,4.26,357.4,271.6,0.93,0.763,64.8,111,3.999
Wheat,West,Loamy,1019.4,24.6,65.4,9.8,5.18,51.2,53.1,27.8,2.97,124.8,284.9,1.63,0.449,113.5,80,2.683
Wheat,East,Sandy,807.1,18.6,76.2,7.71,7.3,46.5,53.2,39.1,2.92,60.8,74.2,3.06,0.541,105.1,117,4.15
Cotton,Central,Silty,962.7,31.7,83.0,7.63,7.14,43.6,19.3,32.5,3.2,152.5,265.0,1.75,0.443,26.7,101,1.522
Maize,East,Clayey,533.7,28.7,60.5,7.16,7.23,42.7,24.1,63.1,2.77,140.2,448.8,2.52,0.562,66.5,152,4.913
Maize,North,Loamy,929.5,30.9,47.8,5.8,6.42,53.4,39.0,14.2,3.37,80.1,252.7,1.79,0.806,87.7,110,4.606
Maize,North,Silty,926.2,30.3,83.0,6.38,7.06,26.7,32.1,38.9,3.23,171.6,270.7,2.26,0.628,86.5,149,4.73
Soybean,West,Loamy,1078.2,22.4,43.8,8.02,7.22,71.9,47.5,35.2,3.54,184.0,339.5,1.3,0.341,63.8,118,1.928
Wheat,North,Loamy,282.9,21.4,86.9,6.33,6.45,38.9,5.8,28.6,2.77,154.9,165.1,2.81,0.542,106.5,103,4.305
Wheat,South,Sandy,473.2,34.5,80.2,7.65,6.25,58.4,47.4,68.2,3.55,134.0,340.0,0.68,0.64,61.7,148,3.253
Rice,North,Clayey,905.8,23.0,82.3,7.02,5.82,51.2,37.9,23.1,3.62,127.9,200.7,1.2,0.644,79.4,100,4.962
Maize,South,Loamy,50.0,15.9,70.3,5.41,6.8,32.7,33.5,28.3,2.67,112.6,240.1,2.08,0.574,78.5,119,4.102
Soybean,East,Silty,823.0,30.0,28.3,9.43,6.89,69.4,62.9,67.3,2.92,73.1,254.6,2.82,0.715,84.9,110,1.971
Maize,North,Loamy,965.0,24.9,44.4,7.89,6.22,66.2,36.3,43.6,2.82,239.1,254.7,2.21,0.688,68.5,99,4.461
Maize,East,Silty,555.9,33.0,64.6,7.5,6.3,26.4,20.6,42.5,1.77,296.3,312.3,2.51,0.577,89.7,127,4.689
Cotton,Central,Loamy,592.5,25.5,49.9,7.83,6.35,48.9,45.5,36.2,2.51,88.4,291.2,0.78,0.636,63.3,104,2.094
Wheat,North,Sandy,431.5,23.9,55.3,4.31,7.05,53.1,44.6,45.0,3.76,113.8,278.2,1.68,0.579,86.7,98,3.608
Maize,North,Clayey,569.6,33.2,69.2,6.26,5.54,18.9,37.9,39.0,3.85,85.1,314.6,2.24,0.608,68.5,115,4.689
Maize,South,Sandy,576.9,14.8,57.5,4.71,5.73,18.2,68.2,34.7,3.34,203.4,191.1,2.06,0.629,107.9,104,4.753
Maize,Central,Clayey,529.3,20.5,41.7,7.19,5.74,37.5,42.5,25.4,1.99,89.1,41.1,0.92,0.752,75.1,109,5.724
Cotton,East,Clayey,515.6,18.7,73.3,7.49,6.4,30.3,52.2,45.6,3.98,191.9,299.0,1.16,0.671,83.5,115,1.587
Rice,West,Clayey,632.2,10.8,67.7,7.21,6.72,34.3,43.9,36.6,4.85,175.7,217.5,1.87,0.6,101.7,134,2.836
Cotton,North,Sandy,629.2,29.2,56.3,8.77,5.75,30.3,55.2,38.4,3.59,140.8,354.6,2.75,0.539,84.2,107,1.886
Rice,West,Silty,1168.5,20.7,70.7,4.75,7.14,48.2,36.0,54.2,3.0,231.6,233.8,4.1,0.699,96.1,86,4.781
Maize,North,Clayey,601.5,29.4,61.4,5.8,7.52,36.6,27.2,37.9,2.14,129.0,72.3,0.91,0.648,55.9,131,4.804
Maize,West,Sandy,786.0,26.3,80.0,7.62,6.79,66.7,49.2,43.5,2.99,150.1,285.6,2.05,0.586,91.0,104,4.565
Cotton,North,Clayey,555.8,27.6,62.3,7.4,7.29,52.7,43.6,68.4,2.51,77.0,426.2,0.98,0.554,76.0,127,1.632
Maize,Central,Silty,552.6,21.3,79.9,5.03,5.86,61.9,49.5,50.4,2.8,3.5,337.5,1.98,0.61,97.1,146,4.609
Rice,South,Silty,273.9,19.4,31.9,8.79,5.88,24.7,32.6,37.4,4.29,213.6,129.5,1.61,0.5,89.7,117,4.101
Wheat,North,Clayey,307.2,24.5,66.9,9.31,6.86,40.6,45.8,29.6,3.88,112.9,225.0,2.41,0.384,90.5,97,3.746
Rice,South,Silty,398.3,29.5,54.0,7.64,6.47,52.0,20.9,43.1,2.66,219.4,240.4,0.01,0.836,94.0,113,4.897
Cotton,North,Silty,745.9,23.7,47.1,4.74,5.87,56.8,34.2,56.0,3.09,128.9,277.9,1.67,0.84,100.6,99,2.009
Wheat,North,Sandy,969.0,19.8,77.4,7.24,7.5,40.3,31.5,36.7,3.0,143.5,229.6,2.11,0.623,38.7,98,3.227
Cotton,East,Clayey,253.3,16.8,73.3,7.51,6.71,42.5,46.0,44.4,2.57,162.4,89.3,2.2,0.681,64.5,109,1.633
Maize,South,Loamy,562.7,25.2,29.9,6.59,6.99,44.1,34.2,36.4,1.66,117.6,283.5,2.33,0.568,79.6,88,5.278
Wheat,South,Sandy,358.3,20.7,70.7,9.02,6.03,45.5,23.5,39.3,3.83,53.1,471.9,2.16,0.679,56.5,92,3.187
Rice,Central,Silty,633.9,23.6,68.9,6.83,7.68,82.5,33.2,27.1,4.18,97.7,221.6,3.26,0.619,75.2,135,4.294
Maize,North,Sandy,968.9,22.6,49.2,10.16,6.39,54.7,47.2,47.9,2.39,93.0,150.8,3.33,0.632,84.0,122,5.285
Rice,South,Silty,588.3,21.3,47.5,8.17,7.21,50.6,41.6,46.2,2.35,148.0,471.0,1.79,0.455,111.6,126,5.006
Wheat,North,Sandy,688.1,25.8,36.1,7.41,6.09,31.1,31.1,64.8,3.91,217.0,530.5,1.48,0.871,94.5,136,2.749
Soybean,East,Loamy,1063.8,27.3,54.9,8.38,6.62,31.5,50.1,45.6,2.33,106.5,251.1,2.2,0.437,94.5,73,1.909
Soybean,South,Loamy,814.5,35.8,57.3,9.3,6.89,46.8,58.8,34.1,1.61,144.0,328.5,2.81,0.729,81.1,110,2.197
Wheat,North,Clayey,510.0,28.5,72.0,8.35,7.9,67.0,50.9,64.4,2.56,164.3,326.5,2.04,0.483,45.5,156,2.774
Rice,North,Sandy,739.7,33.6,64.0,6.89,6.19,47.0,12.3,49.2,4.36,102.3,406.7,0.91,0.308,65.5,161,3.601
Rice,Central,Clayey,493.1,19.1,44.1,6.01,6.64,47.7,42.8,46.7,2.48,173.1,166.0,2.96,0.745,47.4,101,4.311
Soybean,North,Loamy,805.1,14.4,63.6,5.32,6.91,38.8,38.3,43.9,2.35,216.0,296.4,2.4,0.629,91.3,96,1.968
Soybean,West,Sandy,828.8,23.9,56.2,3.34,5.51,23.9,15.6,46.2,2.53,173.6,169.2,3.76,0.4,82.0,67,2.301
Soybean,Central,Loamy,358.2,29.1,46.0,7.26,4.98,56.6,24.5,32.0,1.85,147.0,341.4,1.25,0.704,84.2,108,2.538
Cotton,East,Sandy,743.8,28.2,36.2,6.42,5.8,46.2,49.6,42.9,1.68,99.5,481.6,2.24,0.551,90.1,132,1.684
Soybean,South,Silty,670.6,31.3,69.4,6.5,7.18,56.7,42.2,40.9,2.74,142.9,340.0,2.43,0.878,70.7,140,2.177
Rice,West,Loamy,836.2,8.8,66.7,8.54,7.7,52.3,41.0,49.0,1.6,104.8,198.0,1.78,0.394,54.0,85,3.74
Wheat,Central,Clayey,907.8,31.5,68.4,6.83,5.85,35.5,32.2,59.6,2.6,114.8,419.5,1.05,0.51,71.3,113,2.73
Soybean,North,Loamy,819.4,26.0,49.1,9.84,5.65,53.4,53.0,57.5,3.26,142.7,226.7,2.28,0.728,89.1,104,2.167
Cotton,Central,Clayey,624.2,14.7,62.6,6.14,7.57,30.6,25.2,51.2,3.38,137.5,356.8,1.57,0.541,45.8,91,1.567
Cotton,Central,Silty,933.3,28.3,39.4,5.54,6.1,53.3,29.3,19.9,2.86,212.0,206.8,2.03,0.483,84.0,102,2.002
Rice,North,Sandy,481.7,25.0,45.2,5.11,6.24,49.1,36.2,37.9,1.8,114.7,140.6,2.04,0.639,56.0,139,4.443
Rice,North,Loamy,369.9,26.3,60.5,8.08,7.52,73.1,21.7,18.5,2.59,173.3,208.8,0.94,0.77,91.8,130,4.607
Wheat,West,Clayey,50.0,30.0,63.9,8.73,7.41,37.0,29.4,59.2,3.35,122.1,0.0,1.57,0.597,54.5,127,3.058
Wheat,North,Sandy,682.5,26.6,35.6,6.11,7.15,30.1,52.7,42.3,3.62,95.3,169.9,1.59,0.573,95.7,151,3.007
Maize,West,Silty,494.6,15.2,44.1,5.4,5.3,43.8,29.9,41.9,2.73,186.4,557.0,2.07,0.491,52.1,115,3.963
Maize,North,Silty,799.4,23.1,54.5,9.3,5.62,59.1,49.4,34.4,2.3,175.1,0.0,2.47,0.537,61.0,114,5.245
Rice,West,Clayey,207.2,14.3,74.4,4.82,7.28,8.0,47.6,61.7,3.08,114.0,111.5,2.32,0.438,93.5,128,3.836
Rice,South,Clayey,538.2,27.9,47.8,8.52,6.72,63.1,38.0,45.4,2.65,0.0,509.0,2.87,0.788,76.5,93,4.586
Cotton,North,Clayey,817.6,32.4,62.1,6.14,5.96,46.9,23.0,42.4,1.98,217.2,184.9,2.16,0.711,40.7,138,1.741
Maize,North,Clayey,442.5,16.6,63.7,7.6,6.26,32.9,40.8,45.8,3.31,196.6,251.6,4.0,0.412,94.1,133,4.824
Cotton,North,Sandy,802.3,20.0,56.3,8.62,7.28,44.5,14.7,46.8,3.02,219.3,298.2,2.39,0.519,37.7,127,1.708
Cotton,East,Silty,560.7,18.7,64.0,7.71,7.57,38.9,33.7,42.1,1.89,222.5,102.2,0.67,0.717,76.4,100,1.586
Rice,North,Sandy,691.8,21.3,39.8,6.56,6.5,31.6,42.9,61.7,2.37,150.9,425.3,1.61,0.703,121.5,135,5.221
Rice,Central,Loamy,848.8,26.5,50.2,9.09,6.02,20.9,50.4,61.5,2.81,125.0,285.5,5.19,0.59,81.6,161,5.496
Cotton,West,Clayey,938.2,21.3,81.5,7.43,6.31,61.0,38.2,45.3,1.48,42.5,223.8,0.66,0.567,73.0,131,1.435
Soybean,South,Clayey,723.1,27.9,82.6,12.0,7.44,41.6,32.7,33.1,2.27,158.1,413.3,2.48,0.604,78.6,104,2.145
Rice,Central,Silty,496.5,30.4,72.6,4.44,7.43,44.1,31.7,48.6,3.63,123.0,140.3,4.26,0.537,58.2,162,4.509
Soybean,West,Sandy,585.5,30.6,76.5,4.42,6.64,62.7,34.4,35.7,2.51,103.0,304.6,0.77,0.766,83.5,129,2.39
Maize,West,Sandy,859.2,17.3,32.6,8.49,6.13,50.8,47.5,64.0,2.2,68.5,178.2,3.59,0.71,123.4,161,3.942
Cotton,North,Clayey,444.7,32.3,45.8,6.95,7.26,26.6,44.2,66.0,4.08,88.2,149.3,3.59,0.648,71.5,94,1.828
Rice,West,Sandy,655.5,32.8,55.3,8.19,7.64,60.1,39.7,54.1,3.35,69.2,540.3,1.74,0.441,63.8,101,4.018
Cotton,East,Silty,603.5,33.3,96.2,5.35,5.48,72.3,47.6,27.8,3.7,209.6,315.1,0.13,0.512,89.5,138,1.754
Cotton,Central,Sandy,674.2,23.1,55.3,7.08,6.34,57.5,40.0,37.5,2.21,216.9,413.7,2.63,0.51,94.9,60,1.66
Wheat,East,Silty,447.7,19.5,71.2,7.69,7.31,37.0,24.0,41.2,2.72,105.5,237.6,1.93,0.55,82.1,165,4.229
Wheat,West,Sandy,237.0,18.1,65.7,6.18,6.55,27.9,26.7,32.3,2.99,223.5,176.5,1.83,0.631,73.8,150,4.14
Maize,South,Loamy,830.2,17.4,65.3,7.35,6.16,36.5,47.2,39.8,3.23,156.2,0.0,2.69,0.841,91.1,101,4.695
Wheat,North,Silty,941.0,24.1,59.6,4.96,6.63,51.5,23.5,47.3,5.29,238.1,262.0,2.03,0.63,50.7,149,2.918
Rice,North,Clayey,252.0,29.1,42.0,7.59,6.76,71.4,35.4,51.4,3.08,185.8,101.0,0.44,0.397,70.2,120,4.696
Maize,Central,Clayey,792.2,31.8,19.5,9.17,5.71,38.6,38.6,62.1,4.08,187.9,311.3,1.91,0.706,33.8,113,4.384
Cotton,West,Clayey,970.8,21.1,79.2,5.14,6.56,40.3,27.6,43.7,5.29,164.7,144.9,2.38,0.402,77.8,94,1.87
Cotton,South,Sandy,849.0,23.8,50.8,5.05,6.76,65.3,20.0,39.8,4.72,106.7,356.1,2.52,0.672,75.7,144,1.855
Wheat,West,Silty,595.8,23.4,32.0,8.78,6.16,43.5,25.9,26.0,3.16,70.8,547.0,3.3,0.538,101.0,136,2.714
Cotton,North,Sandy,464.1,20.2,66.6,5.03,5.95,75.7,18.3,48.9,4.15,162.3,639.1,0.08,0.69,62.9,126,1.59
Wheat,North,Silty,720.2,28.4,66.3,8.26,6.12,47.8,47.3,37.7,3.13,144.3,338.5,3.03,0.683,100.8,90,2.715
Soybean,East,Sandy,761.9,26.2,71.5,7.08,5.82,67.5,44.8,41.1,2.96,306.0,298.6,1.64,0.629,75.8,132,2.355
Cotton,West,Loamy,724.0,24.9,76.7,6.37,7.1,55.7,30.9,36.1,3.84,194.9,215.9,2.21,0.447,92.8,143,2.167
Cotton,Central,Loamy,655.0,26.1,46.2,9.2,5.81,60.6,23.6,36.5,3.88,99.3,206.2,2.89,0.51,95.4,163,1.924
Rice,West,Silty,429.3,27.7,46.9,8.39,6.63,47.3,54.0,54.1,3.51,144.9,189.8,1.26,0.68,81.0,115,4.615
Cotton,South,Clayey,805.7,27.6,55.2,7.42,6.24,48.3,45.3,43.3,2.83,127.9,477.9,1.64,0.63,85.5,106,1.864
Wheat,Central,Sandy,817.7,19.0,72.3,3.77,6.01,56.3,32.5,65.9,2.52,147.6,253.0,2.58,0.877,68.5,93,3.236
Maize,East,Silty,750.2,29.4,28.5,8.07,7.46,62.0,54.2,28.4,1.79,71.3,559.2,1.43,0.624,104.0,122,4.059
Maize,Central,Clayey,727.7,25.5,61.9,5.39,6.41,57.9,41.7,61.6,3.16,204.5,188.5,2.35,0.72,133.9,140,5.182
Rice,North,Clayey,1119.8,21.4,74.0,6.67,6.03,23.5,43.8,37.2,3.24,126.3,283.1,0.94,0.543,50.8,168,4.906
Wheat,North,Clayey,543.9,25.4,73.4,7.01,5.96,53.9,27.5,43.3,3.83,189.3,147.8,3.23,0.475,81.4,132,3.437
Soybean,North,Loamy,1020.4,26.1,70.6,9.85,6.74,40.2,21.8,51.0,1.54,113.8,363.9,2.77,0.775,74.2,153,1.936
Rice,Central,Loamy,516.5,30.5,75.9,6.62,7.08,41.8,21.2,58.4,3.1,126.1,275.7,1.25,0.495,88.9,123,4.774
Soybean,North,Clayey,977.2,17.7,18.8,4.87,7.39,56.9,65.0,59.0,2.8,185.6,296.0,3.11,0.388,47.8,137,1.584
